Epoch,Loss_train
2109,"(0.05700353533029556,)"
2110,"(0.05699848383665085,)"
2111,"(0.056990332901477814,)"
2112,"(0.05698114633560181,)"
2113,"(0.05697089061141014,)"
2114,"(0.05696205794811249,)"
2115,"(0.05695490539073944,)"
2116,"(0.056949105113744736,)"
2117,"(0.05694444477558136,)"
2118,"(0.05694090202450752,)"
2119,"(0.05693862587213516,)"
2120,"(0.05693645775318146,)"
2121,"(0.0569341816008091,)"
2122,"(0.056928735226392746,)"
2123,"(0.05692152678966522,)"
2124,"(0.056911613792181015,)"
2125,"(0.05690198391675949,)"
2126,"(0.05689319223165512,)"
2127,"(0.05688636004924774,)"
2128,"(0.05688101798295975,)"
2129,"(0.05687665194272995,)"
2130,"(0.0568728931248188,)"
2131,"(0.05686923861503601,)"
2132,"(0.05686617270112038,)"
2133,"(0.05686260387301445,)"
2134,"(0.056858718395233154,)"
2135,"(0.05685267969965935,)"
2136,"(0.05684567987918854,)"
2137,"(0.056836724281311035,)"
2138,"(0.05682789534330368,)"
2139,"(0.056819848716259,)"
2140,"(0.056812889873981476,)"
2141,"(0.056806668639183044,)"
2142,"(0.056801360100507736,)"
2143,"(0.056796494871377945,)"
2144,"(0.05679219216108322,)"
2145,"(0.056788988411426544,)"
2146,"(0.056786179542541504,)"
2147,"(0.05678405612707138,)"
2148,"(0.05678041651844978,)"
2149,"(0.056776102632284164,)"
2150,"(0.05676907300949097,)"
2151,"(0.056761257350444794,)"
2152,"(0.056751806288957596,)"
2153,"(0.05674303323030472,)"
2154,"(0.056735560297966,)"
2155,"(0.05672963336110115,)"
2156,"(0.056724805384874344,)"
2157,"(0.05672093853354454,)"
2158,"(0.05671834200620651,)"
2159,"(0.056716348975896835,)"
2160,"(0.056714978069067,)"
2161,"(0.05671150982379913,)"
2162,"(0.05670712888240814,)"
2163,"(0.056699175387620926,)"
2164,"(0.05669054761528969,)"
2165,"(0.05668077617883682,)"
2166,"(0.05667247995734215,)"
2167,"(0.056665532290935516,)"
2168,"(0.05665984004735947,)"
2169,"(0.05665498599410057,)"
2170,"(0.0566507950425148,)"
2171,"(0.0566471666097641,)"
2172,"(0.05664448067545891,)"
2173,"(0.05664229020476341,)"
2174,"(0.05663950368762016,)"
2175,"(0.05663679912686348,)"
2176,"(0.05663163959980011,)"
2177,"(0.05662519857287407,)"
2178,"(0.056616444140672684,)"
2179,"(0.0566074512898922,)"
2180,"(0.05659877136349678,)"
2181,"(0.05659174546599388,)"
2182,"(0.05658639967441559,)"
2183,"(0.056582096964120865,)"
2184,"(0.05657896026968956,)"
2185,"(0.05657687410712242,)"
2186,"(0.05657638609409332,)"
2187,"(0.0565754771232605,)"
2188,"(0.05657351016998291,)"
2189,"(0.056566979736089706,)"
2190,"(0.056558433920145035,)"
2191,"(0.056547507643699646,)"
2192,"(0.056538086384534836,)"
2193,"(0.05653086677193642,)"
2194,"(0.05652610585093498,)"
2195,"(0.056523263454437256,)"
2196,"(0.056521572172641754,)"
2197,"(0.0565204843878746,)"
2198,"(0.056518394500017166,)"
2199,"(0.0565151683986187,)"
2200,"(0.05650833621621132,)"
2201,"(0.05650005862116814,)"
2202,"(0.056490954011678696,)"
2203,"(0.05648297071456909,)"
2204,"(0.05647646263241768,)"
2205,"(0.05647116154432297,)"
2206,"(0.0564667209982872,)"
2207,"(0.05646319314837456,)"
2208,"(0.056460700929164886,)"
2209,"(0.05645884573459625,)"
2210,"(0.05645737797021866,)"
2211,"(0.05645396560430527,)"
2212,"(0.05644943565130234,)"
2213,"(0.056442465633153915,)"
2214,"(0.056435197591781616,)"
2215,"(0.05642718821763992,)"
2216,"(0.05642019957304001,)"
2217,"(0.05641411244869232,)"
2218,"(0.05640868470072746,)"
2219,"(0.056403763592243195,)"
2220,"(0.0563993863761425,)"
2221,"(0.05639556050300598,)"
2222,"(0.05639217048883438,)"
2223,"(0.05638999491930008,)"
2224,"(0.05638854205608368,)"
2225,"(0.056387752294540405,)"
2226,"(0.05638532340526581,)"
2227,"(0.05638166889548302,)"
2228,"(0.056374598294496536,)"
2229,"(0.056366316974163055,)"
2230,"(0.05635713413357735,)"
2231,"(0.05634941905736923,)"
2232,"(0.05634302273392677,)"
2233,"(0.0563381090760231,)"
2234,"(0.05633407086133957,)"
2235,"(0.056330662220716476,)"
2236,"(0.05632823705673218,)"
2237,"(0.05632658675312996,)"
2238,"(0.05632516369223595,)"
2239,"(0.05632229521870613,)"
2240,"(0.056318532675504684,)"
2241,"(0.05631265789270401,)"
2242,"(0.05630606412887573,)"
2243,"(0.05629829317331314,)"
2244,"(0.05629117786884308,)"
2245,"(0.05628455430269241,)"
2246,"(0.056278981268405914,)"
2247,"(0.056274011731147766,)"
2248,"(0.05626915767788887,)"
2249,"(0.056264571845531464,)"
2250,"(0.05626022443175316,)"
2251,"(0.05625608563423157,)"
2252,"(0.05625227093696594,)"
2253,"(0.05624901503324509,)"
2254,"(0.05624673143029213,)"
2255,"(0.056245703250169754,)"
2256,"(0.05624503269791603,)"
2257,"(0.05624523013830185,)"
2258,"(0.056242819875478745,)"
2259,"(0.056239426136016846,)"
2260,"(0.05623079836368561,)"
2261,"(0.056221090257167816,)"
2262,"(0.056210920214653015,)"
2263,"(0.05620304122567177,)"
2264,"(0.05619732290506363,)"
2265,"(0.05619339644908905,)"
2266,"(0.056191008538007736,)"
2267,"(0.05619001388549805,)"
2268,"(0.056189827620983124,)"
2269,"(0.05618877336382866,)"
2270,"(0.056187428534030914,)"
2271,"(0.05618295818567276,)"
2272,"(0.05617684870958328,)"
2273,"(0.056167617440223694,)"
2274,"(0.05615852773189545,)"
2275,"(0.056150324642658234,)"
2276,"(0.05614418536424637,)"
2277,"(0.056139588356018066,)"
2278,"(0.056136198341846466,)"
2279,"(0.056134190410375595,)"
2280,"(0.056132905185222626,)"
2281,"(0.056132722645998,)"
2282,"(0.05613125115633011,)"
2283,"(0.05612931773066521,)"
2284,"(0.05612357333302498,)"
2285,"(0.05611692741513252,)"
2286,"(0.056107863783836365,)"
2287,"(0.05609972029924393,)"
2288,"(0.056092485785484314,)"
2289,"(0.05608720704913139,)"
2290,"(0.056083355098962784,)"
2291,"(0.05608044192194939,)"
2292,"(0.05607875436544418,)"
2293,"(0.056077975779771805,)"
2294,"(0.056077636778354645,)"
2295,"(0.05607600882649422,)"
2296,"(0.05607389286160469,)"
2297,"(0.056068792939186096,)"
2298,"(0.05606231838464737,)"
2299,"(0.05605316534638405,)"
2300,"(0.05604474991559982,)"
2301,"(0.05603758618235588,)"
2302,"(0.05603262782096863,)"
2303,"(0.05602893978357315,)"
2304,"(0.05602645501494408,)"
2305,"(0.05602489784359932,)"
2306,"(0.05602385476231575,)"
2307,"(0.05602310225367546,)"
2308,"(0.05602044612169266,)"
2309,"(0.05601669102907181,)"
2310,"(0.05601012334227562,)"
2311,"(0.05600360780954361,)"
2312,"(0.05599578469991684,)"
2313,"(0.055988769978284836,)"
2314,"(0.05598282068967819,)"
2315,"(0.055978257209062576,)"
2316,"(0.05597420781850815,)"
2317,"(0.05597085505723953,)"
2318,"(0.05596849322319031,)"
2319,"(0.05596672743558884,)"
2320,"(0.055966053158044815,)"
2321,"(0.05596497282385826,)"
2322,"(0.05596444383263588,)"
2323,"(0.05596137046813965,)"
2324,"(0.05595753341913223,)"
2325,"(0.05595031753182411,)"
2326,"(0.055942412465810776,)"
2327,"(0.05593375116586685,)"
2328,"(0.05592706426978111,)"
2329,"(0.05592189356684685,)"
2330,"(0.05591805651783943,)"
2331,"(0.055915363132953644,)"
2332,"(0.055913545191287994,)"
2333,"(0.05591258779168129,)"
2334,"(0.055911894887685776,)"
2335,"(0.055911678820848465,)"
2336,"(0.05590910464525223,)"
2337,"(0.05590550974011421,)"
2338,"(0.05589867755770683,)"
2339,"(0.05589122697710991,)"
2340,"(0.0558830201625824,)"
2341,"(0.05587654560804367,)"
2342,"(0.05587117746472359,)"
2343,"(0.05586697533726692,)"
2344,"(0.055863749235868454,)"
2345,"(0.055861588567495346,)"
2346,"(0.05586040019989014,)"
2347,"(0.05585966631770134,)"
2348,"(0.055859699845314026,)"
2349,"(0.05585873872041702,)"
2350,"(0.055857446044683456,)"
2351,"(0.055851858109235764,)"
2352,"(0.05584558844566345,)"
2353,"(0.0558370016515255,)"
2354,"(0.05582907423377037,)"
2355,"(0.05582238361239433,)"
2356,"(0.05581758916378021,)"
2357,"(0.05581436678767204,)"
2358,"(0.0558122880756855,)"
2359,"(0.055811475962400436,)"
2360,"(0.05581122636795044,)"
2361,"(0.05581153556704521,)"
2362,"(0.055809713900089264,)"
2363,"(0.05580742657184601,)"
2364,"(0.055801913142204285,)"
2365,"(0.055795151740312576,)"
2366,"(0.05578682944178581,)"
2367,"(0.05577944219112396,)"
2368,"(0.05577371269464493,)"
2369,"(0.055769648402929306,)"
2370,"(0.05576672777533531,)"
2371,"(0.05576491355895996,)"
2372,"(0.05576395243406296,)"
2373,"(0.05576352775096893,)"
2374,"(0.05576319992542267,)"
2375,"(0.05576140433549881,)"
2376,"(0.05575903132557869,)"
2377,"(0.05575338751077652,)"
2378,"(0.05574740469455719,)"
2379,"(0.0557398721575737,)"
2380,"(0.055732887238264084,)"
2381,"(0.055726952850818634,)"
2382,"(0.05572257190942764,)"
2383,"(0.05571908503770828,)"
2384,"(0.05571630969643593,)"
2385,"(0.055714238435029984,)"
2386,"(0.055712971836328506,)"
2387,"(0.05571294575929642,)"
2388,"(0.055713385343551636,)"
2389,"(0.05571427568793297,)"
2390,"(0.05571169778704643,)"
2391,"(0.05570781230926514,)"
2392,"(0.05569995194673538,)"
2393,"(0.05569155141711235,)"
2394,"(0.0556831881403923,)"
2395,"(0.05567697435617447,)"
2396,"(0.05567270144820213,)"
2397,"(0.05566991865634918,)"
2398,"(0.055668771266937256,)"
2399,"(0.05566869676113129,)"
2400,"(0.05566955357789993,)"
2401,"(0.055669404566287994,)"
2402,"(0.055668797343969345,)"
2403,"(0.05566391721367836,)"
2404,"(0.05565784126520157,)"
2405,"(0.055649299174547195,)"
2406,"(0.055641189217567444,)"
2407,"(0.05563480406999588,)"
2408,"(0.05563043802976608,)"
2409,"(0.055627353489398956,)"
2410,"(0.05562529340386391,)"
2411,"(0.055624332278966904,)"
2412,"(0.05562365800142288,)"
2413,"(0.055623315274715424,)"
2414,"(0.05562189966440201,)"
2415,"(0.05562029406428337,)"
2416,"(0.05561528354883194,)"
2417,"(0.0556095726788044,)"
2418,"(0.05560251325368881,)"
2419,"(0.055595748126506805,)"
2420,"(0.05558956786990166,)"
2421,"(0.05558504909276962,)"
2422,"(0.055581483989953995,)"
2423,"(0.05557848885655403,)"
2424,"(0.05557617172598839,)"
2425,"(0.05557452514767647,)"
2426,"(0.05557398870587349,)"
2427,"(0.055573970079422,)"
2428,"(0.05557462200522423,)"
2429,"(0.05557284876704216,)"
2430,"(0.05556999891996384,)"
2431,"(0.05556340515613556,)"
2432,"(0.055556125938892365,)"
2433,"(0.05554809048771858,)"
2434,"(0.05554201081395149,)"
2435,"(0.05553745850920677,)"
2436,"(0.05553389713168144,)"
2437,"(0.055531252175569534,)"
2438,"(0.05552953854203224,)"
2439,"(0.05552877485752106,)"
2440,"(0.05552859604358673,)"
2441,"(0.055529143661260605,)"
2442,"(0.05552816018462181,)"
2443,"(0.05552595853805542,)"
2444,"(0.055520880967378616,)"
2445,"(0.05551518127322197,)"
2446,"(0.05550762265920639,)"
2447,"(0.05550110712647438,)"
2448,"(0.055495601147413254,)"
2449,"(0.055491313338279724,)"
2450,"(0.055488016456365585,)"
2451,"(0.05548551678657532,)"
2452,"(0.05548371002078056,)"
2453,"(0.05548272654414177,)"
2454,"(0.055482905358076096,)"
2455,"(0.05548247694969177,)"
2456,"(0.055482350289821625,)"
2457,"(0.05548032745718956,)"
2458,"(0.055477600544691086,)"
2459,"(0.05547204986214638,)"
2460,"(0.055466100573539734,)"
2461,"(0.05545894429087639,)"
2462,"(0.05545273795723915,)"
2463,"(0.05544780567288399,)"
2464,"(0.0554439015686512,)"
2465,"(0.055440861731767654,)"
2466,"(0.05543861165642738,)"
2467,"(0.055437080562114716,)"
2468,"(0.05543650686740875,)"
2469,"(0.05543656647205353,)"
2470,"(0.05543629080057144,)"
2471,"(0.055436354130506516,)"
2472,"(0.0554339699447155,)"
2473,"(0.05543098598718643,)"
2474,"(0.055424854159355164,)"
2475,"(0.05541832372546196,)"
2476,"(0.05541173741221428,)"
2477,"(0.05540619418025017,)"
2478,"(0.0554015189409256,)"
2479,"(0.05539768189191818,)"
2480,"(0.0553947389125824,)"
2481,"(0.05539248511195183,)"
2482,"(0.05539043992757797,)"
2483,"(0.05538920685648918,)"
2484,"(0.05538906902074814,)"
2485,"(0.055389437824487686,)"
2486,"(0.05539095401763916,)"
2487,"(0.05539088696241379,)"
2488,"(0.0553908497095108,)"
2489,"(0.055386390537023544,)"
2490,"(0.055380500853061676,)"
2491,"(0.0553717166185379,)"
2492,"(0.05536378175020218,)"
2493,"(0.055357422679662704,)"
2494,"(0.05535346642136574,)"
2495,"(0.05535116419196129,)"
2496,"(0.055350374430418015,)"
2497,"(0.055350545793771744,)"
2498,"(0.05535067245364189,)"
2499,"(0.05535173788666725,)"
2500,"(0.055350836366415024,)"
2501,"(0.0553489550948143,)"
2502,"(0.05534343048930168,)"
2503,"(0.05533768981695175,)"
2504,"(0.05533045157790184,)"
2505,"(0.05532410368323326,)"
2506,"(0.05531887337565422,)"
2507,"(0.05531513690948486,)"
2508,"(0.05531207472085953,)"
2509,"(0.055309779942035675,)"
2510,"(0.05530843511223793,)"
2511,"(0.055307887494564056,)"
2512,"(0.055308666080236435,)"
2513,"(0.05530987307429314,)"
2514,"(0.05531153082847595,)"
2515,"(0.05531029403209686,)"
2516,"(0.055307984352111816,)"
2517,"(0.05530138686299324,)"
2518,"(0.05529409274458885,)"
2519,"(0.05528581887483597,)"
2520,"(0.055279362946748734,)"
2521,"(0.055274561047554016,)"
2522,"(0.055271707475185394,)"
2523,"(0.05527003854513168,)"
2524,"(0.05526898056268692,)"
2525,"(0.05526857450604439,)"
2526,"(0.05526845157146454,)"
2527,"(0.0552687831223011,)"
2528,"(0.055267948657274246,)"
2529,"(0.0552666001021862,)"
2530,"(0.055261630564928055,)"
2531,"(0.05525631457567215,)"
2532,"(0.0552496574819088,)"
2533,"(0.05524373799562454,)"
2534,"(0.05523862689733505,)"
2535,"(0.05523497611284256,)"
2536,"(0.05523214116692543,)"
2537,"(0.055229924619197845,)"
2538,"(0.05522821843624115,)"
2539,"(0.055227138102054596,)"
2540,"(0.055227138102054596,)"
2541,"(0.05522790923714638,)"
2542,"(0.05523015931248665,)"
2543,"(0.0552310012280941,)"
2544,"(0.05523192882537842,)"
2545,"(0.05522748455405235,)"
2546,"(0.05522206425666809,)"
2547,"(0.05521278455853462,)"
2548,"(0.055204715579748154,)"
2549,"(0.055197834968566895,)"
2550,"(0.05519383028149605,)"
2551,"(0.05519187077879906,)"
2552,"(0.05519144609570503,)"
2553,"(0.055192478001117706,)"
2554,"(0.05519365891814232,)"
2555,"(0.055195342749357224,)"
2556,"(0.05519433319568634,)"
2557,"(0.05519302189350128,)"
2558,"(0.055187102407217026,)"
2559,"(0.05518082529306412,)"
2560,"(0.05517302826046944,)"
2561,"(0.05516650527715683,)"
2562,"(0.05516178905963898,)"
2563,"(0.055158842355012894,)"
2564,"(0.0551571324467659,)"
2565,"(0.055156294256448746,)"
2566,"(0.05515679717063904,)"
2567,"(0.055157944560050964,)"
2568,"(0.05515967309474945,)"
2569,"(0.055159423500299454,)"
2570,"(0.05515825003385544,)"
2571,"(0.05515278875827789,)"
2572,"(0.0551464781165123,)"
2573,"(0.05513843521475792,)"
2574,"(0.05513198301196098,)"
2575,"(0.05512695387005806,)"
2576,"(0.055123455822467804,)"
2577,"(0.05512106418609619,)"
2578,"(0.055119529366493225,)"
2579,"(0.055118683725595474,)"
2580,"(0.05511851608753204,)"
2581,"(0.055119700729846954,)"
2582,"(0.05512072890996933,)"
2583,"(0.05512204393744469,)"
2584,"(0.05511997640132904,)"
2585,"(0.05511704832315445,)"
2586,"(0.055110253393650055,)"
2587,"(0.055103227496147156,)"
2588,"(0.0550956055521965,)"
2589,"(0.05509002134203911,)"
2590,"(0.05508642643690109,)"
2591,"(0.055084433406591415,)"
2592,"(0.055083297193050385,)"
2593,"(0.05508312210440636,)"
2594,"(0.05508377403020859,)"
2595,"(0.05508353188633919,)"
2596,"(0.05508340895175934,)"
2597,"(0.05508105829358101,)"
2598,"(0.05507826432585716,)"
2599,"(0.05507287383079529,)"
2600,"(0.05506773665547371,)"
2601,"(0.05506180226802826,)"
2602,"(0.055056843906641006,)"
2603,"(0.05505277216434479,)"
2604,"(0.05504970625042915,)"
2605,"(0.05504707992076874,)"
2606,"(0.05504496395587921,)"
2607,"(0.05504331737756729,)"
2608,"(0.05504211410880089,)"
2609,"(0.05504225194454193,)"
2610,"(0.05504303053021431,)"
2611,"(0.0550452284514904,)"
2612,"(0.055046446621418,)"
2613,"(0.05504799634218216,)"
2614,"(0.055044811218976974,)"
2615,"(0.05504065006971359,)"
2616,"(0.05503212660551071,)"
2617,"(0.055024098604917526,)"
2618,"(0.055016644299030304,)"
2619,"(0.05501198023557663,)"
2620,"(0.055009327828884125,)"
2621,"(0.05500812456011772,)"
2622,"(0.05500837787985802,)"
2623,"(0.05500893294811249,)"
2624,"(0.05501003563404083,)"
2625,"(0.055009614676237106,)"
2626,"(0.05500905215740204,)"
2627,"(0.055005479604005814,)"
2628,"(0.0550018846988678,)"
2629,"(0.054996270686388016,)"
2630,"(0.0549909733235836,)"
2631,"(0.054985325783491135,)"
2632,"(0.054980818182229996,)"
2633,"(0.05497732758522034,)"
2634,"(0.054974839091300964,)"
2635,"(0.0549730621278286,)"
2636,"(0.054972074925899506,)"
2637,"(0.054972197860479355,)"
2638,"(0.05497308447957039,)"
2639,"(0.05497493967413902,)"
2640,"(0.05497635528445244,)"
2641,"(0.05497797951102257,)"
2642,"(0.05497564375400543,)"
2643,"(0.05497247725725174,)"
2644,"(0.054964903742074966,)"
2645,"(0.05495746433734894,)"
2646,"(0.054950051009655,)"
2647,"(0.05494479089975357,)"
2648,"(0.05494149401783943,)"
2649,"(0.05493980273604393,)"
2650,"(0.05493933707475662,)"
2651,"(0.05493978410959244,)"
2652,"(0.054941192269325256,)"
2653,"(0.054942160844802856,)"
2654,"(0.05494312942028046,)"
2655,"(0.05494075268507004,)"
2656,"(0.054937612265348434,)"
2657,"(0.05493125319480896,)"
2658,"(0.05492488667368889,)"
2659,"(0.05491863936185837,)"
2660,"(0.05491374060511589,)"
2661,"(0.05491004139184952,)"
2662,"(0.05490747466683388,)"
2663,"(0.054905738681554794,)"
2664,"(0.05490472912788391,)"
2665,"(0.054904792457818985,)"
2666,"(0.05490540340542793,)"
2667,"(0.0549074150621891,)"
2668,"(0.05490856245160103,)"
2669,"(0.05491027981042862,)"
2670,"(0.05490829795598984,)"
2671,"(0.05490560084581375,)"
2672,"(0.054898425936698914,)"
2673,"(0.05489124357700348,)"
2674,"(0.054883427917957306,)"
2675,"(0.05487770214676857,)"
2676,"(0.054874200373888016,)"
2677,"(0.05487227067351341,)"
2678,"(0.05487145483493805,)"
2679,"(0.05487184226512909,)"
2680,"(0.05487339571118355,)"
2681,"(0.054874155670404434,)"
2682,"(0.054875146597623825,)"
2683,"(0.054873716086149216,)"
2684,"(0.054872334003448486,)"
2685,"(0.054867517203092575,)"
2686,"(0.054862551391124725,)"
2687,"(0.05485587939620018,)"
2688,"(0.0548500120639801,)"
2689,"(0.05484498292207718,)"
2690,"(0.05484165623784065,)"
2691,"(0.054839473217725754,)"
2692,"(0.054838091135025024,)"
2693,"(0.05483748018741608,)"
2694,"(0.05483745411038399,)"
2695,"(0.054838236421346664,)"
2696,"(0.05483866110444069,)"
2697,"(0.054839588701725006,)"
2698,"(0.054838553071022034,)"
2699,"(0.05483762547373772,)"
2700,"(0.054833754897117615,)"
2701,"(0.054829660803079605,)"
2702,"(0.05482359230518341,)"
2703,"(0.054818153381347656,)"
2704,"(0.054812781512737274,)"
2705,"(0.05480879172682762,)"
2706,"(0.05480571836233139,)"
2707,"(0.0548035092651844,)"
2708,"(0.05480150505900383,)"
2709,"(0.054799884557724,)"
2710,"(0.05479911342263222,)"
2711,"(0.054798878729343414,)"
2712,"(0.054799884557724,)"
2713,"(0.05480186641216278,)"
2714,"(0.05480537936091423,)"
2715,"(0.0548066571354866,)"
2716,"(0.05480879545211792,)"
2717,"(0.054805319756269455,)"
2718,"(0.05480089783668518,)"
2719,"(0.05479162558913231,)"
2720,"(0.054783109575510025,)"
2721,"(0.0547756552696228,)"
2722,"(0.054771047085523605,)"
2723,"(0.054768748581409454,)"
2724,"(0.0547681488096714,)"
2725,"(0.05476907268166542,)"
2726,"(0.054770536720752716,)"
2727,"(0.0547725073993206,)"
2728,"(0.05477313697338104,)"
2729,"(0.05477350577712059,)"
2730,"(0.05476982146501541,)"
2731,"(0.054765425622463226,)"
2732,"(0.05475849658250809,)"
2733,"(0.054752375930547714,)"
2734,"(0.05474679544568062,)"
2735,"(0.05474281683564186,)"
2736,"(0.054740116000175476,)"
2737,"(0.054738663136959076,)"
2738,"(0.05473799630999565,)"
2739,"(0.0547381229698658,)"
2740,"(0.05473935604095459,)"
2741,"(0.05474101006984711,)"
2742,"(0.054743848741054535,)"
2743,"(0.05474402382969856,)"
2744,"(0.05474448949098587,)"
2745,"(0.05474062263965607,)"
2746,"(0.05473604425787926,)"
2747,"(0.054728277027606964,)"
2748,"(0.054721321910619736,)"
2749,"(0.054714616388082504,)"
2750,"(0.054710548371076584,)"
2751,"(0.054708465933799744,)"
2752,"(0.054707981646060944,)"
2753,"(0.054708898067474365,)"
2754,"(0.05471030995249748,)"
2755,"(0.0547124408185482,)"
2756,"(0.05471280589699745,)"
2757,"(0.05471270903944969,)"
2758,"(0.05470872297883034,)"
2759,"(0.054704051464796066,)"
2760,"(0.05469720810651779,)"
2761,"(0.054690975695848465,)"
2762,"(0.054685842245817184,)"
2763,"(0.05468259006738663,)"
2764,"(0.05468054860830307,)"
2765,"(0.05467943847179413,)"
2766,"(0.054679468274116516,)"
2767,"(0.05468026176095009,)"
2768,"(0.054682351648807526,)"
2769,"(0.05468370392918587,)"
2770,"(0.05468575283885002,)"
2771,"(0.05468429997563362,)"
2772,"(0.05468251183629036,)"
2773,"(0.05467581748962402,)"
2774,"(0.054669011384248734,)"
2775,"(0.05466132611036301,)"
2776,"(0.05465596169233322,)"
2777,"(0.05465294048190117,)"
2778,"(0.05465180054306984,)"
2779,"(0.054652389138936996,)"
2780,"(0.054653797298669815,)"
2781,"(0.05465622991323471,)"
2782,"(0.054657161235809326,)"
2783,"(0.05465807020664215,)"
2784,"(0.05465511605143547,)"
2785,"(0.054651446640491486,)"
2786,"(0.05464489385485649,)"
2787,"(0.05463898181915283,)"
2788,"(0.05463331937789917,)"
2789,"(0.054629240185022354,)"
2790,"(0.05462629348039627,)"
2791,"(0.05462448298931122,)"
2792,"(0.05462338775396347,)"
2793,"(0.05462276190519333,)"
2794,"(0.05462326481938362,)"
2795,"(0.054624512791633606,)"
2796,"(0.05462666600942612,)"
2797,"(0.05462795868515968,)"
2798,"(0.05463002622127533,)"
2799,"(0.05462810769677162,)"
2800,"(0.05462569743394852,)"
2801,"(0.054619207978248596,)"
2802,"(0.05461243540048599,)"
2803,"(0.054605185985565186,)"
2804,"(0.05460009723901749,)"
2805,"(0.05459678918123245,)"
2806,"(0.054594866931438446,)"
2807,"(0.054594073444604874,)"
2808,"(0.0545942522585392,)"
2809,"(0.05459567531943321,)"
2810,"(0.05459700524806976,)"
2811,"(0.0545986108481884,)"
2812,"(0.05459844321012497,)"
2813,"(0.05459804832935333,)"
2814,"(0.05459485203027725,)"
2815,"(0.05459123104810715,)"
2816,"(0.05458483099937439,)"
2817,"(0.054579149931669235,)"
2818,"(0.054573845118284225,)"
2819,"(0.05457014590501785,)"
2820,"(0.05456770211458206,)"
2821,"(0.05456608906388283,)"
2822,"(0.05456524342298508,)"
2823,"(0.05456522852182388,)"
2824,"(0.05456595495343208,)"
2825,"(0.05456707999110222,)"
2826,"(0.05456947162747383,)"
2827,"(0.05457065999507904,)"
2828,"(0.054572511464357376,)"
2829,"(0.0545700266957283,)"
2830,"(0.054567065089941025,)"
2831,"(0.0545603446662426,)"
2832,"(0.05455378443002701,)"
2833,"(0.054546840488910675,)"
2834,"(0.05454224720597267,)"
2835,"(0.054539475589990616,)"
2836,"(0.05453836917877197,)"
2837,"(0.0545385405421257,)"
2838,"(0.05453963577747345,)"
2839,"(0.05454197898507118,)"
2840,"(0.054544005542993546,)"
2841,"(0.05454675108194351,)"
2842,"(0.05454624071717262,)"
2843,"(0.05454515665769577,)"
2844,"(0.05453893169760704,)"
2845,"(0.05453292652964592,)"
2846,"(0.05452536791563034,)"
2847,"(0.05451948568224907,)"
2848,"(0.054515376687049866,)"
2849,"(0.054513443261384964,)"
2850,"(0.054512910544872284,)"
2851,"(0.05451344698667526,)"
2852,"(0.054515279829502106,)"
2853,"(0.054517149925231934,)"
2854,"(0.05451996251940727,)"
2855,"(0.05452023074030876,)"
2856,"(0.05452065169811249,)"
2857,"(0.054516635835170746,)"
2858,"(0.05451180785894394,)"
2859,"(0.05450417846441269,)"
2860,"(0.0544976107776165,)"
2861,"(0.05449238792061806,)"
2862,"(0.054489411413669586,)"
2863,"(0.054488446563482285,)"
2864,"(0.054488655179739,)"
2865,"(0.05449014902114868,)"
2866,"(0.05449172481894493,)"
2867,"(0.05449441075325012,)"
2868,"(0.05449463054537773,)"
2869,"(0.05449431762099266,)"
2870,"(0.05449031665921211,)"
2871,"(0.05448630079627037,)"
2872,"(0.05448020249605179,)"
2873,"(0.05447465181350708,)"
2874,"(0.054469671100378036,)"
2875,"(0.054466258734464645,)"
2876,"(0.05446400120854378,)"
2877,"(0.05446251481771469,)"
2878,"(0.05446174740791321,)"
2879,"(0.05446186289191246,)"
2880,"(0.054462697356939316,)"
2881,"(0.05446384847164154,)"
2882,"(0.054465945810079575,)"
2883,"(0.0544673316180706,)"
2884,"(0.054469455033540726,)"
2885,"(0.05446756258606911,)"
2886,"(0.05446543172001839,)"
2887,"(0.054459456354379654,)"
2888,"(0.054453615099191666,)"
2889,"(0.05444662272930145,)"
2890,"(0.05444120615720749,)"
2891,"(0.05443746969103813,)"
2892,"(0.05443548411130905,)"
2893,"(0.05443494766950607,)"
2894,"(0.05443553254008293,)"
2895,"(0.05443745478987694,)"
2896,"(0.05443975701928139,)"
2897,"(0.054443079978227615,)"
2898,"(0.05444374307990074,)"
2899,"(0.05444423109292984,)"
2900,"(0.05443967506289482,)"
2901,"(0.05443432927131653,)"
2902,"(0.054426323622465134,)"
2903,"(0.054419852793216705,)"
2904,"(0.05441495031118393,)"
2905,"(0.05441221222281456,)"
2906,"(0.05441110581159592,)"
2907,"(0.05441116541624069,)"
2908,"(0.05441249534487724,)"
2909,"(0.05441424250602722,)"
2910,"(0.05441730096936226,)"
2911,"(0.054418038576841354,)"
2912,"(0.05441959574818611,)"
2913,"(0.054416995495557785,)"
2914,"(0.05441448837518692,)"
2915,"(0.05440779775381088,)"
2916,"(0.05440136045217514,)"
2917,"(0.0543949156999588,)"
2918,"(0.054390523582696915,)"
2919,"(0.05438798666000366,)"
2920,"(0.05438699573278427,)"
2921,"(0.05438734591007233,)"
2922,"(0.054388437420129776,)"
2923,"(0.05439058318734169,)"
2924,"(0.05439206212759018,)"
2925,"(0.054394375532865524,)"
2926,"(0.05439358204603195,)"
2927,"(0.05439266562461853,)"
2928,"(0.05438796058297157,)"
2929,"(0.054383084177970886,)"
2930,"(0.054376471787691116,)"
2931,"(0.05437088385224342,)"
