Epoch,Loss_train
442,"(0.16575287282466888,)"
443,"(0.16557294130325317,)"
444,"(0.16539330780506134,)"
445,"(0.16521398723125458,)"
446,"(0.16503503918647766,)"
447,"(0.16485637426376343,)"
448,"(0.16467805206775665,)"
449,"(0.16450005769729614,)"
450,"(0.16432234644889832,)"
451,"(0.16414494812488556,)"
452,"(0.16396787762641907,)"
453,"(0.16379109025001526,)"
454,"(0.16361461579799652,)"
455,"(0.16343843936920166,)"
456,"(0.16326259076595306,)"
457,"(0.16308701038360596,)"
458,"(0.16291175782680511,)"
459,"(0.16273675858974457,)"
460,"(0.16256210207939148,)"
461,"(0.1623876839876175,)"
462,"(0.16221362352371216,)"
463,"(0.1620398312807083,)"
464,"(0.16186636686325073,)"
465,"(0.16169323027133942,)"
466,"(0.1615203469991684,)"
467,"(0.16134774684906006,)"
468,"(0.1611754298210144,)"
469,"(0.16100341081619263,)"
470,"(0.16083168983459473,)"
471,"(0.1606602817773819,)"
472,"(0.16048912703990936,)"
473,"(0.1603182852268219,)"
474,"(0.16014771163463593,)"
475,"(0.15997745096683502,)"
476,"(0.15980742871761322,)"
477,"(0.15963773429393768,)"
478,"(0.15946832299232483,)"
479,"(0.15929919481277466,)"
480,"(0.15913033485412598,)"
481,"(0.15896177291870117,)"
482,"(0.15879346430301666,)"
483,"(0.15862545371055603,)"
484,"(0.15845772624015808,)"
485,"(0.15829026699066162,)"
486,"(0.15812309086322784,)"
487,"(0.15795618295669556,)"
488,"(0.15778954327106476,)"
489,"(0.15762321650981903,)"
490,"(0.1574571430683136,)"
491,"(0.15729135274887085,)"
492,"(0.1571258157491684,)"
493,"(0.156960591673851,)"
494,"(0.15679559111595154,)"
495,"(0.15663090348243713,)"
496,"(0.15646643936634064,)"
497,"(0.15630222856998444,)"
498,"(0.1561383157968521,)"
499,"(0.1559746265411377,)"
500,"(0.15581123530864716,)"
501,"(0.1556480973958969,)"
502,"(0.15548522770404816,)"
503,"(0.1553226262331009,)"
504,"(0.1551603078842163,)"
505,"(0.15499822795391083,)"
506,"(0.15483643114566803,)"
507,"(0.15467487275600433,)"
508,"(0.15451361238956451,)"
509,"(0.154352605342865,)"
510,"(0.15419183671474457,)"
511,"(0.15403138101100922,)"
512,"(0.15387116372585297,)"
513,"(0.1537112593650818,)"
514,"(0.15355157852172852,)"
515,"(0.15339221060276031,)"
516,"(0.1532330960035324,)"
517,"(0.153074249625206,)"
518,"(0.15291570127010345,)"
519,"(0.1527574062347412,)"
520,"(0.15259940922260284,)"
521,"(0.15244166553020477,)"
522,"(0.15228420495986938,)"
523,"(0.15212701261043549,)"
524,"(0.15197008848190308,)"
525,"(0.15181343257427216,)"
526,"(0.15165702998638153,)"
527,"(0.15150094032287598,)"
528,"(0.1513451337814331,)"
529,"(0.15118961036205292,)"
530,"(0.15103434026241302,)"
531,"(0.15087930858135223,)"
532,"(0.15072454512119293,)"
533,"(0.15057003498077393,)"
534,"(0.1504157930612564,)"
535,"(0.15026184916496277,)"
536,"(0.15010815858840942,)"
537,"(0.14995472133159637,)"
538,"(0.14980153739452362,)"
539,"(0.14964863657951355,)"
540,"(0.14949603378772736,)"
541,"(0.14934371411800385,)"
542,"(0.1491916924715042,)"
543,"(0.14903993904590607,)"
544,"(0.14888843894004822,)"
545,"(0.14873723685741425,)"
546,"(0.14858630299568176,)"
547,"(0.14843565225601196,)"
548,"(0.14828522503376007,)"
549,"(0.14813512563705444,)"
550,"(0.1479852944612503,)"
551,"(0.14783576130867004,)"
552,"(0.14768649637699127,)"
553,"(0.14753751456737518,)"
554,"(0.1473887711763382,)"
555,"(0.14724035561084747,)"
556,"(0.14709222316741943,)"
557,"(0.1469443440437317,)"
558,"(0.14679673314094543,)"
559,"(0.14664942026138306,)"
560,"(0.14650239050388336,)"
561,"(0.14635564386844635,)"
562,"(0.14620919525623322,)"
563,"(0.14606302976608276,)"
564,"(0.145917147397995,)"
565,"(0.14577153325080872,)"
566,"(0.1456262171268463,)"
567,"(0.1454811543226242,)"
568,"(0.14533637464046478,)"
569,"(0.14519189298152924,)"
570,"(0.14504767954349518,)"
571,"(0.14490371942520142,)"
572,"(0.14476007223129272,)"
573,"(0.14461666345596313,)"
574,"(0.1444735825061798,)"
575,"(0.14433076977729797,)"
576,"(0.1441882699728012,)"
577,"(0.14404603838920593,)"
578,"(0.14390408992767334,)"
579,"(0.14376242458820343,)"
580,"(0.1436210572719574,)"
581,"(0.14348000288009644,)"
582,"(0.14333921670913696,)"
583,"(0.14319875836372375,)"
584,"(0.14305853843688965,)"
585,"(0.1429186463356018,)"
586,"(0.14277899265289307,)"
587,"(0.1426396667957306,)"
588,"(0.14250065386295319,)"
589,"(0.14236192405223846,)"
590,"(0.14222347736358643,)"
591,"(0.14208531379699707,)"
592,"(0.14194746315479279,)"
593,"(0.14180989563465118,)"
594,"(0.14167258143424988,)"
595,"(0.14153553545475006,)"
596,"(0.1413988173007965,)"
597,"(0.14126232266426086,)"
598,"(0.1411261409521103,)"
599,"(0.1409902423620224,)"
600,"(0.1408545970916748,)"
601,"(0.14071926474571228,)"
602,"(0.14058421552181244,)"
603,"(0.14044946432113647,)"
604,"(0.1403149962425232,)"
605,"(0.1401808112859726,)"
606,"(0.1400468945503235,)"
607,"(0.13991329073905945,)"
608,"(0.1397799551486969,)"
609,"(0.13964694738388062,)"
610,"(0.13951422274112701,)"
611,"(0.1393817663192749,)"
612,"(0.13924962282180786,)"
613,"(0.1391177475452423,)"
614,"(0.13898611068725586,)"
615,"(0.1388547718524933,)"
616,"(0.13872374594211578,)"
617,"(0.13859297335147858,)"
618,"(0.13846249878406525,)"
619,"(0.1383322924375534,)"
620,"(0.13820238411426544,)"
621,"(0.13807277381420135,)"
622,"(0.13794344663619995,)"
623,"(0.13781440258026123,)"
624,"(0.13768573105335236,)"
625,"(0.13755731284618378,)"
626,"(0.13742925226688385,)"
627,"(0.13730144500732422,)"
628,"(0.13717392086982727,)"
629,"(0.1370467096567154,)"
630,"(0.1369197964668274,)"
631,"(0.13679315149784088,)"
632,"(0.13666681945323944,)"
633,"(0.13654081523418427,)"
634,"(0.13641510903835297,)"
635,"(0.13628970086574554,)"
636,"(0.136164590716362,)"
637,"(0.13603974878787994,)"
638,"(0.13591520488262177,)"
639,"(0.13579097390174866,)"
640,"(0.13566701114177704,)"
641,"(0.1355433613061905,)"
642,"(0.135420024394989,)"
643,"(0.13529694080352783,)"
644,"(0.13517415523529053,)"
645,"(0.1350516825914383,)"
646,"(0.13492949306964874,)"
647,"(0.13480760157108307,)"
648,"(0.13468597829341888,)"
649,"(0.13456465303897858,)"
650,"(0.13444359600543976,)"
651,"(0.1343228667974472,)"
652,"(0.13420233130455017,)"
653,"(0.1340821236371994,)"
654,"(0.13396219909191132,)"
655,"(0.13384254276752472,)"
656,"(0.13372313976287842,)"
657,"(0.133604034781456,)"
658,"(0.13348519802093506,)"
659,"(0.1333666443824768,)"
660,"(0.13324838876724243,)"
661,"(0.13313041627407074,)"
662,"(0.13301274180412292,)"
663,"(0.1328953057527542,)"
664,"(0.13277815282344818,)"
665,"(0.13266128301620483,)"
666,"(0.13254468142986298,)"
667,"(0.1324283629655838,)"
668,"(0.1323123425245285,)"
669,"(0.1321965754032135,)"
670,"(0.13208109140396118,)"
671,"(0.13196587562561035,)"
672,"(0.131850928068161,)"
673,"(0.13173626363277435,)"
674,"(0.13162186741828918,)"
675,"(0.1315077692270279,)"
676,"(0.1313939243555069,)"
677,"(0.1312803477048874,)"
678,"(0.13116705417633057,)"
679,"(0.13105404376983643,)"
680,"(0.13094131648540497,)"
681,"(0.130828857421875,)"
682,"(0.13071665167808533,)"
683,"(0.13060472905635834,)"
684,"(0.13049307465553284,)"
685,"(0.13038167357444763,)"
686,"(0.1302705854177475,)"
687,"(0.13015976548194885,)"
688,"(0.1300492137670517,)"
689,"(0.12993894517421722,)"
690,"(0.12982894480228424,)"
691,"(0.12971924245357513,)"
692,"(0.12960977852344513,)"
693,"(0.129500612616539,)"
694,"(0.12939172983169556,)"
695,"(0.1292831003665924,)"
696,"(0.12917475402355194,)"
697,"(0.12906663119792938,)"
698,"(0.1289587914943695,)"
699,"(0.12885117530822754,)"
700,"(0.12874384224414825,)"
701,"(0.12863680720329285,)"
702,"(0.12853004038333893,)"
703,"(0.1284235417842865,)"
704,"(0.12831728160381317,)"
705,"(0.12821131944656372,)"
706,"(0.12810561060905457,)"
707,"(0.1280001401901245,)"
708,"(0.12789496779441833,)"
709,"(0.12779004871845245,)"
710,"(0.12768542766571045,)"
711,"(0.12758104503154755,)"
712,"(0.12747693061828613,)"
713,"(0.1273731142282486,)"
714,"(0.12726955115795135,)"
715,"(0.1271662712097168,)"
716,"(0.12706325948238373,)"
717,"(0.12696050107479095,)"
718,"(0.12685801088809967,)"
719,"(0.12675577402114868,)"
720,"(0.12665383517742157,)"
721,"(0.12655216455459595,)"
722,"(0.12645073235034943,)"
723,"(0.1263495683670044,)"
724,"(0.12624865770339966,)"
725,"(0.12614800035953522,)"
726,"(0.12604759633541107,)"
727,"(0.12594744563102722,)"
728,"(0.12584757804870605,)"
729,"(0.1257479339838028,)"
730,"(0.12564854323863983,)"
731,"(0.12554942071437836,)"
732,"(0.12545056641101837,)"
733,"(0.12535198032855988,)"
734,"(0.12525364756584167,)"
735,"(0.12515558302402496,)"
736,"(0.12505774199962616,)"
737,"(0.12496013939380646,)"
738,"(0.12486279755830765,)"
739,"(0.12476572394371033,)"
740,"(0.12466887384653091,)"
741,"(0.12457229197025299,)"
742,"(0.12447595596313477,)"
743,"(0.12437989562749863,)"
744,"(0.12428410351276398,)"
745,"(0.12418856471776962,)"
746,"(0.12409325689077377,)"
747,"(0.12399820983409882,)"
748,"(0.12390342354774475,)"
749,"(0.12380889803171158,)"
750,"(0.12371459603309631,)"
751,"(0.12362054735422134,)"
752,"(0.12352672964334488,)"
753,"(0.12343316525220871,)"
754,"(0.12333984673023224,)"
755,"(0.12324676662683487,)"
756,"(0.123153917491436,)"
757,"(0.12306133657693863,)"
758,"(0.12296899408102036,)"
759,"(0.12287687510251999,)"
760,"(0.12278501689434052,)"
761,"(0.12269338220357895,)"
762,"(0.12260202318429947,)"
763,"(0.1225108951330185,)"
764,"(0.12241999804973602,)"
765,"(0.12232937663793564,)"
766,"(0.12223899364471436,)"
767,"(0.12214887887239456,)"
768,"(0.12205898016691208,)"
769,"(0.1219693049788475,)"
770,"(0.12187983840703964,)"
771,"(0.12179058790206909,)"
772,"(0.12170160561800003,)"
773,"(0.12161283195018768,)"
774,"(0.12152428925037384,)"
775,"(0.1214359775185585,)"
776,"(0.12134789675474167,)"
777,"(0.12126006186008453,)"
778,"(0.12117241322994232,)"
779,"(0.12108498066663742,)"
780,"(0.12099779397249222,)"
781,"(0.12091080844402313,)"
782,"(0.12082404643297195,)"
783,"(0.12073751538991928,)"
784,"(0.12065120041370392,)"
785,"(0.12056513130664825,)"
786,"(0.1204792931675911,)"
787,"(0.12039373815059662,)"
788,"(0.12030836194753647,)"
789,"(0.12022320926189423,)"
790,"(0.12013829499483109,)"
791,"(0.12005361169576645,)"
792,"(0.11996914446353912,)"
793,"(0.11988487839698792,)"
794,"(0.11980084329843521,)"
795,"(0.11971697956323624,)"
796,"(0.11963335424661636,)"
797,"(0.1195499449968338,)"
798,"(0.11946673691272736,)"
799,"(0.11938374489545822,)"
800,"(0.119300976395607,)"
801,"(0.11921842396259308,)"
802,"(0.11913608014583588,)"
803,"(0.11905394494533539,)"
804,"(0.11897202581167221,)"
805,"(0.11889030784368515,)"
806,"(0.1188087910413742,)"
807,"(0.11872750520706177,)"
808,"(0.11864642053842545,)"
809,"(0.11856552213430405,)"
810,"(0.11848483979701996,)"
811,"(0.1184043288230896,)"
812,"(0.11832401901483536,)"
813,"(0.11824389547109604,)"
814,"(0.11816400289535522,)"
815,"(0.11808428913354874,)"
816,"(0.11800479143857956,)"
817,"(0.11792550981044769,)"
818,"(0.11784640699625015,)"
819,"(0.11776752769947052,)"
820,"(0.1176888570189476,)"
821,"(0.117610402405262,)"
822,"(0.11753213405609131,)"
823,"(0.11745405942201614,)"
824,"(0.1173761859536171,)"
825,"(0.11729848384857178,)"
826,"(0.11722099781036377,)"
827,"(0.11714371293783188,)"
828,"(0.11706662178039551,)"
829,"(0.11698973923921585,)"
830,"(0.11691306531429291,)"
831,"(0.11683657765388489,)"
832,"(0.11676028370857239,)"
833,"(0.11668418347835541,)"
834,"(0.11660828441381454,)"
835,"(0.1165325790643692,)"
836,"(0.11645708978176117,)"
837,"(0.11638176441192627,)"
838,"(0.11630666255950928,)"
839,"(0.1162317544221878,)"
840,"(0.11615704745054245,)"
841,"(0.11608253419399261,)"
842,"(0.1160081997513771,)"
843,"(0.11593403667211533,)"
844,"(0.11586007475852966,)"
845,"(0.11578629910945892,)"
846,"(0.11571270227432251,)"
847,"(0.11563930660486221,)"
848,"(0.11556608974933624,)"
849,"(0.11549309641122818,)"
850,"(0.11542028188705444,)"
851,"(0.11534766852855682,)"
852,"(0.11527522653341293,)"
853,"(0.11520296335220337,)"
854,"(0.11513087153434753,)"
855,"(0.11505898088216782,)"
856,"(0.11498727649450302,)"
857,"(0.11491575837135315,)"
858,"(0.114844411611557,)"
859,"(0.11477328091859818,)"
860,"(0.11470232158899307,)"
861,"(0.11463151127099991,)"
862,"(0.11456090211868286,)"
863,"(0.11449045687913895,)"
864,"(0.11442019790410995,)"
865,"(0.11435011029243469,)"
866,"(0.11428020894527435,)"
867,"(0.11421047151088715,)"
868,"(0.11414092779159546,)"
869,"(0.11407157778739929,)"
870,"(0.11400240659713745,)"
871,"(0.11393345147371292,)"
872,"(0.11386465281248093,)"
873,"(0.11379604786634445,)"
874,"(0.1137276366353035,)"
875,"(0.11365938931703568,)"
