Epoch,Loss_train
333,"(0.39476457238197327,)"
334,"(0.394708514213562,)"
335,"(0.3946520686149597,)"
336,"(0.3945953845977783,)"
337,"(0.3945385813713074,)"
338,"(0.3944816291332245,)"
339,"(0.3944244682788849,)"
340,"(0.3943670392036438,)"
341,"(0.3943096399307251,)"
342,"(0.3942517936229706,)"
343,"(0.39419373869895935,)"
344,"(0.39413556456565857,)"
345,"(0.39407703280448914,)"
346,"(0.39401790499687195,)"
347,"(0.39395877718925476,)"
348,"(0.39389967918395996,)"
349,"(0.39384058117866516,)"
350,"(0.39378124475479126,)"
351,"(0.3937218189239502,)"
352,"(0.3936622440814972,)"
353,"(0.3936026692390442,)"
354,"(0.39354297518730164,)"
355,"(0.3934832811355591,)"
356,"(0.393423467874527,)"
357,"(0.39336344599723816,)"
358,"(0.39330339431762695,)"
359,"(0.39324313402175903,)"
360,"(0.39318257570266724,)"
361,"(0.3931218087673187,)"
362,"(0.393060564994812,)"
363,"(0.3929990231990814,)"
364,"(0.39293724298477173,)"
365,"(0.39287522435188293,)"
366,"(0.39281320571899414,)"
367,"(0.3927508294582367,)"
368,"(0.39268821477890015,)"
369,"(0.3926253020763397,)"
370,"(0.3925620913505554,)"
371,"(0.3924987316131592,)"
372,"(0.39243513345718384,)"
373,"(0.3923715054988861,)"
374,"(0.39230766892433167,)"
375,"(0.39224347472190857,)"
376,"(0.39217910170555115,)"
377,"(0.39211466908454895,)"
378,"(0.39204999804496765,)"
379,"(0.39198535680770874,)"
380,"(0.39192065596580505,)"
381,"(0.3918558955192566,)"
382,"(0.39179113507270813,)"
383,"(0.39172613620758057,)"
384,"(0.39166077971458435,)"
385,"(0.39159512519836426,)"
386,"(0.3915291726589203,)"
387,"(0.39146310091018677,)"
388,"(0.39139673113822937,)"
389,"(0.39132994413375854,)"
390,"(0.39126279950141907,)"
391,"(0.3911956250667572,)"
392,"(0.3911281228065491,)"
393,"(0.3910602927207947,)"
394,"(0.39099225401878357,)"
395,"(0.39092394709587097,)"
396,"(0.3908552825450897,)"
397,"(0.3907865881919861,)"
398,"(0.3907175064086914,)"
399,"(0.3906485140323639,)"
400,"(0.3905791938304901,)"
401,"(0.39051002264022827,)"
402,"(0.3904406428337097,)"
403,"(0.3903708755970001,)"
404,"(0.3903008699417114,)"
405,"(0.39023056626319885,)"
406,"(0.3901597857475281,)"
407,"(0.39008840918540955,)"
408,"(0.39001694321632385,)"
409,"(0.38994529843330383,)"
410,"(0.38987359404563904,)"
411,"(0.3898017406463623,)"
412,"(0.3897297978401184,)"
413,"(0.38965749740600586,)"
414,"(0.389585018157959,)"
415,"(0.3895125091075897,)"
416,"(0.3894396424293518,)"
417,"(0.38936617970466614,)"
418,"(0.3892925977706909,)"
419,"(0.3892190754413605,)"
420,"(0.3891454339027405,)"
421,"(0.3890714645385742,)"
422,"(0.38899755477905273,)"
423,"(0.3889232873916626,)"
424,"(0.3888489603996277,)"
425,"(0.38877424597740173,)"
426,"(0.3886992335319519,)"
427,"(0.3886239528656006,)"
428,"(0.38854849338531494,)"
429,"(0.3884727358818054,)"
430,"(0.3883969783782959,)"
431,"(0.3883208930492401,)"
432,"(0.38824453949928284,)"
433,"(0.3881680369377136,)"
434,"(0.38809120655059814,)"
435,"(0.388014018535614,)"
436,"(0.3879368305206299,)"
437,"(0.3878592550754547,)"
438,"(0.38778117299079895,)"
439,"(0.3877028822898865,)"
440,"(0.3876241147518158,)"
441,"(0.3875449597835541,)"
442,"(0.3874652683734894,)"
443,"(0.3873851001262665,)"
444,"(0.3873051702976227,)"
445,"(0.38722479343414307,)"
446,"(0.38714396953582764,)"
447,"(0.3870628774166107,)"
448,"(0.38698163628578186,)"
449,"(0.3868999481201172,)"
450,"(0.3868178725242615,)"
451,"(0.38673555850982666,)"
452,"(0.3866526186466217,)"
453,"(0.38656938076019287,)"
454,"(0.3864859640598297,)"
455,"(0.3864020109176636,)"
456,"(0.3863177001476288,)"
457,"(0.386233389377594,)"
458,"(0.3861488699913025,)"
459,"(0.3860640525817871,)"
460,"(0.3859788179397583,)"
461,"(0.3858935236930847,)"
462,"(0.38580745458602905,)"
463,"(0.3857211768627167,)"
464,"(0.38563454151153564,)"
465,"(0.3855477571487427,)"
466,"(0.38546088337898254,)"
467,"(0.38537418842315674,)"
468,"(0.3852872848510742,)"
469,"(0.3852004110813141,)"
470,"(0.38511326909065247,)"
471,"(0.3850260078907013,)"
472,"(0.3849389851093292,)"
473,"(0.38485199213027954,)"
474,"(0.3847648501396179,)"
475,"(0.3846774399280548,)"
476,"(0.38458964228630066,)"
477,"(0.3845018744468689,)"
478,"(0.38441404700279236,)"
479,"(0.384326308965683,)"
480,"(0.3842388689517975,)"
481,"(0.3841516375541687,)"
482,"(0.38406458497047424,)"
483,"(0.38397735357284546,)"
484,"(0.38389039039611816,)"
485,"(0.3838036358356476,)"
486,"(0.38371703028678894,)"
487,"(0.3836301565170288,)"
488,"(0.3835431933403015,)"
489,"(0.383456289768219,)"
490,"(0.3833693563938141,)"
491,"(0.38328227400779724,)"
492,"(0.3831953704357147,)"
493,"(0.383108526468277,)"
494,"(0.38302159309387207,)"
495,"(0.3829348087310791,)"
496,"(0.3828481435775757,)"
497,"(0.3827613294124603,)"
498,"(0.3826746344566345,)"
499,"(0.38258764147758484,)"
500,"(0.38250091671943665,)"
