risk_true,risk_predicted
0.13007413,0.7999109
0.12452919,0.04011246
0.14224872,0.05788848
0.10754332,1.0424386e-08
0.15720771,0.01991708
0.13452914,0.04011246
0.11856474,1.0570229e-05
0.12434326,1.2548878e-05
0.14577778,1.3140069e-06
0.15151516,0.01991708
0.13283208,0.015675895
0.113520406,0.00027247472
0.14304462,0.061769582
0.1525199,0.01622457
0.13733906,0.029584104
0.16165951,1.8902125e-07
0.112716764,0.07807248
0.1447178,3.995755e-08
0.15296052,0.05788848
0.15304348,1.6886013e-12
0.14464286,3.6481686e-12
0.14074074,0.04916981
0.13636364,0.014632113
0.17344753,4.3110792e-13
0.12803532,1.0424386e-08
0.08527132,4.5671175e-16
0.15544042,1.2548878e-05
0.1697128,0.017811421
0.125,0.10365104
0.17270195,2.2081686e-08
0.11048159,0.025404662
0.16320474,1.0570229e-05
0.13414635,4.3110792e-13
0.17701863,4.1660835e-09
0.11838006,1.3140069e-06
0.12140575,0.015675895
0.15,2.3991725e-19
0.117056854,0.01622457
0.11447811,5.594588e-19
0.121527776,0.06706297
0.14545454,1.4266987e-05
0.091240875,0.02571455
0.10486891,1.609462e-20
0.0859375,0.00027247472
0.14403293,1.3049577e-11
0.1446281,3.995755e-08
0.16666667,0.02077265
0.13777778,6.7226176e-11
0.13744076,0.061769582
0.1042654,3.675373e-05
0.1875,1.8902125e-07
0.09134615,0.7999109
0.16582915,0.7999109
0.16666667,4.9245373e-06
0.1185567,0.032418445
0.119170986,0.029584104
0.13989638,3.6481686e-12
0.1,0.10451715
0.15873016,2.9013074e-06
0.15846995,0.14180256
0.09392265,3.1055677e-10
0.10555556,0.7999109
0.11173184,0.07150055
0.118644066,0.04916981
0.118644066,1.8458031e-16
0.15517241,0.014632113
0.18965517,2.2081686e-08
0.15662651,4.6078628e-07
0.09146342,5.1235187e-17
0.111801244,0.07807248
0.13636364,7.104948e-05
0.12418301,6.2274963e-10
0.118421055,1.6886013e-12
0.15436241,0.03953688
0.12328767,1.4221366e-17
0.1724138,0.025808886
0.1056338,6.167641e-07
0.107913665,1.2548878e-05
0.13235295,1.1206069e-08
0.0,0.7999109
0.1037037,5.9768627e-05
0.15671642,0.02077265
0.1716418,4.1660835e-09
0.129771,1.0488665e-12
0.17557251,1.1568292e-16
0.1007752,2.0321498e-09
0.12598425,6.338856e-08
0.18548387,0.10365104
0.094827585,6.883258e-06
0.14782609,0.017811421
0.15044248,0.0027762
0.13636364,1.1439316e-09
0.14545454,0.14180256
0.14018692,0.030201545
0.1923077,7.2241805e-12
0.15686275,7.332054e-08
0.17,2.0397837e-17
0.15,0.025404662
0.121212125,0.025158754
0.14285715,1.4266987e-05
0.11702128,1.755351e-07
0.12765957,1.4280654e-06
0.14893617,0.018345097
0.13829787,2.2123664e-05
0.11702128,4.6263245e-12
0.06741573,1.8363435e-08
0.08988764,6.298939e-12
0.18181819,5.289764e-06
0.125,4.5671175e-16
0.14117648,0.7999109
0.0952381,0.00045551907
0.071428575,2.8693248e-12
0.15476191,1.36082924e-11
0.10843374,0.010220124
0.084337346,0.03329513
0.07317073,4.440488e-12
0.13414635,0.99978215
0.085365854,1.251897e-09
0.086419754,0.7999109
0.1875,3.3176381e-15
0.16455697,0.02571455
0.14102565,0.7999109
0.102564104,4.708388e-10
0.077922076,5.594588e-19
0.116883114,0.042237636
0.15584415,4.1283796e-11
0.064935066,0.17323913
0.17105263,0.024389053
0.16,4.2692827e-09
0.093333334,4.736712e-12
0.093333334,1.609462e-20
0.10666667,0.03953688
0.14864865,3.0643296e-12
0.10810811,3.8342916e-11
0.15068494,2.3991725e-19
0.20547946,0.023407787
0.12328767,0.10451715
0.15277778,0.7999109
0.11111111,2.0647753e-11
0.09859155,2.352013e-09
0.1,3.3926714e-17
0.2,2.5600756e-15
0.1,0.7999109
0.072463766,2.8650385e-15
0.17391305,7.104948e-05
0.23076923,0.0003902358
0.092307694,0.99940145
0.078125,0.7999109
0.032258064,6.9285395e-09
0.13333334,1.7395006e-12
0.083333336,1.0179721e-08
0.2,0.06496083
0.16666667,1.2548878e-05
0.118644066,3.2386667e-18
0.16949153,3.675373e-05
0.20338982,6.4017135e-05
0.12068965,0.06706297
0.13793103,1.5515935e-13
0.0,0.05788848
0.12068965,0.052329697
0.1754386,0.032418445
0.0877193,0.010220124
0.07017544,8.716484e-06
0.14285715,3.8573281e-13
0.14285715,1.3049577e-11
0.16071428,4.6078628e-07
0.125,2.7787467e-10
0.2,6.7226176e-11
0.2,1.6271684e-11
0.23636363,1.8458031e-16
0.09090909,2.0321498e-09
0.18181819,1.4987755e-05
0.11111111,1.1439316e-09
0.074074075,0.048398994
0.16981132,2.6334174e-12
0.20754717,1.4221366e-17
0.16981132,0.7999109
0.13207547,2.8558286e-06
0.1509434,1.1564065e-22
0.09803922,5.9768627e-05
0.019607844,1.8966705e-12
0.15686275,7.3299885e-15
0.14,2.0623506e-07
0.2,4.0668656e-06
0.08163265,6.2274963e-10
0.125,6.6463816e-13
0.125,2.9013074e-06
0.083333336,8.336135e-19
0.104166664,5.1235187e-17
0.14893617,2.6689616e-15
0.10869565,6.167641e-07
0.06521739,6.0256437e-15
0.0,0.04011246
0.17777778,3.755662e-16
0.11111111,1.2174795e-12
0.06666667,1.1568292e-16
0.18181819,1.1844344e-12
0.09090909,6.338856e-08
0.18181819,5.3683075e-20
0.11363637,1.6761668e-16
0.20454545,4.2430464e-16
0.0,0.00027247472
0.0,1.3140069e-06
0.27906978,3.1769845e-13
0.11627907,8.1195986e-07
0.093023255,2.5887757e-19
0.11627907,0.7999109
0.11904762,7.84304e-17
0.071428575,3.8444822e-20
0.23809524,6.1992954e-16
0.0952381,2.9659807e-07
0.11904762,3.7729016e-08
0.1904762,1.4757271e-06
0.21428572,4.50995e-16
0.12195122,6.8512977e-12
0.17073171,6.7727944e-16
0.0,1.0570229e-05
0.0,4.1660835e-09
0.24390244,0.06496083
0.14634146,1.3037635e-11
0.14634146,0.07150055
0.24390244,5.74303e-13
0.075,2.990495e-07
0.25,1.251897e-09
0.125,3.773914e-13
0.275,4.50995e-16
0.2,7.2241805e-12
0.1,2.2123664e-05
0.0,1.0424386e-08
0.2,1.755351e-07
0.0,1.2548878e-05
0.102564104,1.1762672e-07
0.07692308,2.4911978e-07
0.15384616,0.090801485
0.07692308,1.1206069e-08
0.12820514,4.9652158e-08
0.20512821,1.3467432e-08
0.20512821,0.023407787
0.05263158,3.1055677e-10
0.10526316,2.4517234e-08
0.15789473,0.7999109
0.05263158,1.5451525e-06
0.10526316,7.332054e-08
0.2631579,2.3281145e-06
0.05263158,4.1283796e-11
0.10526316,2.352013e-09
0.13513513,0.052329697
0.21621622,0.0027762
0.16666667,0.00014940868
0.11111111,0.10177275
0.16666667,2.4198926e-17
0.1388889,0.025158754
0.11111111,0.018345097
0.2,1.4159422e-08
0.14285715,0.7999109
0.17142858,1.36082924e-11
0.14285715,0.04425228
0.17142858,7.439758e-14
0.05882353,4.447362e-12
0.14705883,3.5194117e-10
0.2647059,1.3792088e-08
0.20588236,0.030201545
0.05882353,0.7999109
0.09090909,0.061873425
0.18181819,4.2126037e-05
0.09090909,0.7999109
0.121212125,0.1546541
0.24242425,5.289764e-06
0.18181819,0.8389343
0.125,6.224737e-19
0.125,1.7504265e-09
0.0,2.5074665e-12
0.25,1.349555e-21
0.125,0.18526609
0.03125,0.03329513
0.125,0.032418445
0.125,0.0026035777
0.15625,3.816859e-15
0.09375,0.04011246
0.06451613,1.2289463e-16
0.032258064,1.0466926e-07
0.09677419,3.773914e-13
0.19354838,2.4547028e-06
0.16129032,0.7999109
0.19354838,2.449518e-11
0.16129032,2.8352586e-08
0.033333335,1.0488665e-12
0.033333335,1.6084469e-08
0.2,3.3176381e-15
0.16666667,0.024389053
0.1,1.7595833e-11
0.033333335,2.6452665e-09
0.1,1.4019208e-18
0.16666667,0.025808886
0.13333334,0.046592806
0.27586207,0.7999109
0.06896552,8.156566e-12
0.10344828,6.50911e-16
0.13793103,6.883258e-06
0.13793103,1.9623355e-11
0.10344828,2.3817033e-17
0.1724138,3.3898978e-06
0.0,9.01898e-19
0.20689656,1.4757271e-06
0.14285715,9.918164e-13
0.0,6.268257e-16
0.10714286,2.819385e-10
0.0,3.995755e-08
0.10714286,2.3589258e-05
0.14285715,7.143813e-13
0.14285715,1.2548878e-05
0.25,0.04011246
0.11111111,1.8363435e-08
0.074074075,6.1155304e-14
0.074074075,0.0657817
0.11111111,2.6765941e-18
0.22222222,1.6279445e-11
0.0,1.1564065e-22
0.074074075,2.0801945e-12
0.0,0.01991708
0.18518518,2.0508675e-09
0.18518518,2.5600756e-15
0.074074075,1.4280654e-06
0.11111111,0.00031653862
0.07692308,6.4017135e-05
0.15384616,0.7999109
0.115384616,2.0397837e-17
0.15384616,1.0162629e-08
0.0,0.10365104
0.07692308,2.926754e-16
0.1923077,1.289734e-06
0.115384616,1.6186489e-12
0.0,6.988929e-17
0.15384616,1.8966705e-12
0.24,5.7009665e-06
0.24,1.351239e-06
0.04,1.5515935e-13
0.08,2.1632224e-11
0.2,1.2954781e-09
0.16,0.7999109
0.12,0.99940145
0.08,4.20426e-11
0.24,2.0647753e-11
0.2,1.4423099e-10
0.28,4.4914894e-18
0.16,1.0924557e-06
0.16,4.440488e-12
0.08,7.272644e-14
0.04,1.990898e-14
0.125,0.00045551907
0.0,0.025404662
0.125,3.3906381e-18
0.125,4.326127e-10
0.125,3.8342916e-11
0.041666668,4.708388e-10
0.25,4.736712e-12
0.20833333,2.6334174e-12
0.0,1.8902125e-07
0.13043478,1.2817369e-06
0.13043478,0.014632113
0.04347826,1.0318532e-12
0.08695652,8.716484e-06
0.13043478,4.2692827e-09
0.2173913,4.9407726e-17
0.3043478,1.7502972e-08
0.0,1.8458031e-16
0.17391305,9.545508e-12
0.0,2.2081686e-08
0.04347826,6.224737e-19
0.17391305,1.8919563e-15
0.13043478,6.244657e-11
0.18181819,8.336135e-19
0.0,0.061769582
0.18181819,8.955458e-10
0.18181819,0.7999109
0.22727273,2.4360578e-22
0.18181819,7.303578e-06
0.18181819,1.1428252e-14
0.18181819,0.048398994
0.045454547,2.342444e-18
0.045454547,1.217442e-20
0.18181819,3.8573281e-13
0.13636364,9.269395e-09
0.13636364,0.7999109
0.18181819,3.6070727e-05
